code,title,genre,age,openDate,rate,participate,actors,story,,,,,,,,,,,,,,,
216174,그대라는기억 연숙씨 : 네이버 영화,다큐멘터리,전체 관람가, 2022.06.16,,,,알츠하이머 치매라는 진단을 받고 차츰 병이 악화되는 아내 연숙씨,<br/>기억은 사라지고 말을 잊기 시작했으며 음식을 먹으면 씹어야 한다는 사실조차<br/>잊혀진 그녀의 시간은 거꾸로 흘러가고 있다.<br/>그녀의 곁을 지킨 사람은 남편 규홍씨, 모든 걸 다 잊어도 유일하게 아내가 기억하는<br/>사람은 남편뿐. 하루를 온전히 아내를 위해 보내는 남편은 어느 날 시한부 선고를 받는다.<br/>13년을 자신보다 아내가 먼저였던 남편. 아내는 기억을 잃어가고, 남편은 기운을 잃어간다.<br/><br/>하나뿐인 딸은, 충격으로 아버지의 상태가 급격히 나빠질까 고민한다.<br/>이 사실을 어떻게 전해야 할까?<br/>자신이 암이라는 사실을 알게 된다면 남편은 어떤 결정을 내리게 될까?,,,,,,,,,,,
213518,그래니트: 트루 솔저 : 네이버 영화,전쟁,액션,청소년 관람불가,2022.05,,,올레그 체르노프,마크 가브릴로,무장단이 가스 광상을 점령하려고 반란과 학살을 일으킨다.<br/>최정예 특수부대가 비밀리에 현장에 파견되고<br/>예상보다 급박한 상황에 무장단의 거점을 하나씩 파괴한다.<br/>총 결집한 무장단을 급습하고 소탕한 파견대는 귀환 중에<br/>무장단의 매복으로 정글에 갇히게 되는데…<br/>피할 수 없는 끝장 전투가 시작된다<br/>전투 교본의 실전을 목격한다!,,,,,,,,,,,,,
216495,그레이 맨 : 네이버 영화,액션,모험,, 2022.07.13,,,라이언 고슬링,크리스 에반스,아나 디 아르마스,그 누구도 실체를 몰라 ‘그레이 맨’으로 불리는 CIA의 암살 전문 요원이 우연히 CIA의 감추고 싶은 비밀을 알게 되고, CIA의 사주를 받은 사이코패스 전 동료에게 쫓기며 시작되는 액션 블록버스터,,,,,,,,,,,
201938,그리스도 디 오리진 : 네이버 영화,드라마,12세 관람가, 2022.04.14,6.87,23,,폭력과 탄압으로 세상을 지배하던 로마 시대<br/>예수는 12제자와 함께 하나님의 말씀을 전하고<br/>고통받던 사람들을 사랑으로 치유한다.<br/>위기를 느낀 로마는 예수를 십자가에 처형한다.<br/>3일 후, 예수는 자신의 예언과 같이 부활하는데…<br/> <br/>위대한 인류 구원의 역사가 시작된다!,,,,,,,,,,,,,,
213563,극장판 금빛 모자이크: 땡큐!! : 네이버 영화,애니메이션,전체 관람가, 2022.03.09,5.19,99,,일본의 여고생들이 영국인 급우와 함께 교토로 수학여행을 떠나는 내용의 애니메이션,,,,,,,,,,,,,,,
212140,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출 : 네이버 영화,애니메이션,액션,모험,전체 관람가, 2022.02.17,6.24,25,하성용,정재헌,엄상현,아기 문어 코바를 집에 데려다 주기 위해<br/>카리브해 산호초로 향하던 바나클 대장과 페이소.<br/>그런데… 갑작스레 통신이 끊겼다?!<br/>위기에 빠진 바나클 일행을 구하기 위해<br/>옥토포드에 남은 옥토넛 대원들이 수색 작전을 펼친다.<br/>탐험선 G, 탐험선 M, 탐험선 Q 모두 총출동!<br/>울창한 정글을 지나 미로처럼 끝없이 이어진 수중동굴에 이르기까지,<br/>바나클 일행을 찾기 위한 옥토넛 대원들의<br/>짜릿한 대탈출 작전이 지금 바로 시작된다!,,,,,,,,
208844,극장판 시그널 : 네이버 영화,드라마,범죄,12세 관람가, 2022.03.31,6.11,37,사카구치 켄타로,키타무라 카즈키,키치세 미치코,2021년 고위 관료들이 잇따른 차량 약물 테러 사건으로 사망한다.<br/>‘사에구사 켄토’가 속한 장기 미제 사건팀은 <br/>계획된 범죄임을 의심하고 수사하던 중<br/>2009년에 동일한 사건이 일어났음을 알게 된다.<br/><br/>수사에 난항을 겪던 중<br/>이어질 리 없는 고장 난 무전기가 다시 울리기 시작했다!<br/><br/>“여기는 2021년입니다. 듣고 계십니까?”<br/>“여기는 2009년, ‘오야마 타케시’ 입니다”<br/><br/>간절함이 보내온 신호!<br/>도심을 뒤흔든 연쇄 테러 사건과의 전쟁에 맞선<br/>과거와 현재의 공조 수사가 시작된다!,,,,,,,,,,,
208821,극장판 안녕 자두야: 제주도의 비밀 : 네이버 영화,애니메이션,전체 관람가, 2022.01.27,8.66,201,여민정,김영은,정혜옥,‘자두’는 제주도 가족여행에서 만난 <br/>엄친딸 제주 소녀 ‘전복’이가 못마땅하다.<br/>게다가 ‘윤석’이를 바라보는 저 하트 눈빛은 뭐람!<br/><br/>베프 윤석이를 전복이가 독차지하자<br/>화가 난 자두는 실수로 돌하르방을 넘어뜨리고,<br/>먼 옛날 저주를 품고 봉인된 ‘보리’가 깨어난다.<br/><br/>보리가 쏜 돌하르방 빔에 맞은 사람들은 돌이 되어 굳어 버리고,<br/>자두와 친구들은 모두를 원상태로 되돌릴 방법을 찾아 나서는데…<br/><br/>제주도로 자! 떠나보자 두!<br/>명랑히어로 자두의 판타스틱 어드벤처!<br/>제주도의 운명이 걸린 초특급 비밀은 과연 무엇일까?,,,,,,,,,,,
214637,극장판 엉덩이 탐정: 수플레 섬의 비밀 : 네이버 영화,애니메이션,가족,코미디,전체 관람가, 2022.05.05,6.74,73,,1년 내내 바람이 부는 ‘수플레 섬’에 괴도 유의 예고장이 도착했다!<br/>그의 목표는 섬의 보물인 ‘바람의 길잡이’!<br/><br/>엉덩이 탐정과 브라운, 견공 경찰서 일행은 ‘수플레 섬’에 방문해 ‘루루’를 만난다.<br/>늘 바깥 세상을 동경하는 ‘루루’는 하늘을 자유자재로 누비는 특별한 능력을 가지고 있다.<br/><br/>예고된 보름달이 뜨는 밤, 엉덩이 탐정 일행은 ‘바람의 길잡이’를 지키기 위해 나서는데…<br/>엉덩이 탐정의 명추리가 빛나는 순간, 섬에 숨겨져 있던 비밀이 밝혀진다!,,,,,,,,,,
213487,극장판 윌벤져스 : 수상한 캠핑 대소동 : 네이버 영화,애니메이션,전체 관람가, 2022.06.23,,,샘 해밍턴,김서영,강시현,동물들과의 대화는 물론, 공룡 젤리를 먹고 엄청난 초능력을 발휘하는 `윌리엄`과 `벤틀리`는 슈퍼 히어로가 되고 싶은 사고뭉치 히어로 꿈나무들.<br/>어느 날, 샘 아빠와 함께 즐거운 캠핑 여행을 떠난 `윌벤져스`는 놀이터에서 신비로운 능력을 가진 여우 소녀 `미호`를 만나 친구가 된다.<br/>깊은 숲속 신비한 여우굴로 향한 `윌벤져스`는 `미호`의 놀라운 비밀을 알게 되고, `미호` 가족을 노리는 사냥꾼들의 습격으로 모두가 큰 위험에 빠지고 마는데…<br/>과연 `윌벤져스`는 아빠와 친구를 구하고, 무사히 캠핑을 마칠 수 있을까?!,,,,,,,,,
213733,극장판 주술회전 0 : 네이버 영화,애니메이션,15세 관람가, 2022.02.17,9.25,1,516,오가타 메구미,하나자와 카나,코마츠 미카코,어릴 적 소꿉친구인 오리모토 리카를 교통사고로 눈앞에서 잃은 옷코츠 유타.<br/><br/>“약속해, 리카와 유타는 어른이 되면 결혼하기로”<br/>옷코츠는 원령으로 변한 리카의 저주에 괴로워한 나머지, 자신도 죽기를 바라지만 최강의 주술사인 고죠 사토루에 의해 주술고전에 들어가게 된다. 그리고 동급생인 젠인 마키, 이누마키 토게, 판다를 만나면서 굳은 결심을 한다.<br/><br/>“살아도 된다는 자신감이 필요해”<br/>“나는 주술고전에서 리카의 저주를 풀겠습니다”<br/>한편, 옷코츠와 친구들 앞에 과거에 일반인을 대량으로 학살해서 고전에서 추방된 최악의 주저사인 게토 스구루가 나타난다.<br/><br/>“12월 24일, 우리는 백귀야행을 결행한다”<br/>주술사만의 낙원을 만들려는 게토는 비술사를 섬멸하겠다면서, 신주쿠와 교토에 천의 저주를 내리는데…과연 옷코츠는 게토를 막을 수 있을까? 그리고 리카의 저주를 풀 수 있을까?,,,,,
195491,극장판 천재 추리 탐정 셜록홈즈 : 네이버 영화,애니메이션,모험,전체 관람가, 2022.01.27,9.39,51,석승훈,김용,서정익,19세기 런던!<br/>날카로운 추리와 뛰어난 과학 지식을 겸비한 최고의 명탐정 ‘셜록 홈즈’는<br/>부자들만 노리는 신출귀몰한 도둑 ‘화이트 스톰’을 체포한다.<br/><br/>4년 후, 출소가 얼마 남지 않은 ‘화이트 스톰’이 버나드 캐슬 교도소의 악당 ‘불곰’과의 대결 후<br/>누구도 상상하지 못한 기상천외한 방법으로 탈옥했다는 사실이 알려지는데…!<br/>전설적인 대도둑 ‘화이트 스톰’을 잡기 위한 ‘셜록 홈즈’의 상상초월 과학 추리가 시작된다!,,,,,,,,,,,
50368,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미 : 네이버 영화,애니메이션,전체 관람가, 2022.06.01,7.11,89,이선호,김영선,마츠모토 리카,끝나지 않은 전설의 포켓몬들의 배틀로<br/>위험에 빠진 반전 세계와 현실 세계를 구하기 위해<br/>감사포켓몬 ‘쉐이미’와 ‘지우’, ‘피카츄’가 나서면서 시작되는 모험 이야기,,,,,,,,,,,,
169086,나를 만나는 길 : 네이버 영화,다큐멘터리,전체 관람가, 2022.05.12,8.86,74,,전 세계인에게 평화와 행복의 가르침을 남긴 이 시대의 스승 ‘틱낫한’ 스님<br/>그가 프랑스 보르도 근교에 설립한 명상 공동체 ‘플럼 빌리지’<br/>아름다운 자연 속에서 함께 걷고, 먹고, 일하고, 차를 마시는 그곳에서 <br/>3년에 걸쳐 최초로 기록한 마음챙김의 일상,,,,,,,,,,,,
194857,나의 집은 어디인가 : 네이버 영화,다큐멘터리,애니메이션,12세 관람가, 2022.04.07,8.39,41,,가장 보편적인 공간인 '집'의 의미를 물으며 시작하는 이 다큐멘터리는 '아민'으로 불리길 원하는 한 남성에게 가장 개인적인 이야기를 할 수 있는 안전한 공간을 만들어준다. 누나의 원피스를 입고 장 클로드 반담에 빠져있던 아프가니스탄 카불의 해맑은 소년이 코펜하겐의 성공한 학자가 되기까지 25년의 시간 동안, 그는 무채색의 시간 속을 걸어왔다.<br/><br/>진정한 미래를 살아가기 위해 자신의 과거를 직면해야 했던 한 남자의 실화를 다룬 애니메이션 다큐멘터리.,,,,,,,,,,,,,
191652,나의 촛불 : 네이버 영화,다큐멘터리,전체 관람가, 2022.02.10,6.08,1,309,박영수,손석희,심상정,부정부패와 국정농단으로 국민들을 우롱했던 날들.<br/>대한민국의 1,600만명이 한 목소리로 세상을 바꿨던 그때를 기억합니다.<br/><br/>전세계가 주목한 가장 위대했던 그때의 뒷 이야기들을<br/>김의성, 주진우가 고영태, 김성태, 박영석, 손석희, 심상정, 유시민, 윤석열, 추미애,<br/>그리고 촛불 시민들과 함께 모두 풀어냅니다.<br/><br/>"모두가 불가능 할 것이라 했던 변화를 이끈 건 광화문에서 밝힌 국민들의 촛불이었다”,,
214690,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션 : 네이버 영화,애니메이션,12세 관람가, 2022.03.09,9.19,180,오카모토 노부히코,야마시타 다이키,전 세계 개성 보유자 섬멸을 목표로 하는 수수께끼 조직 휴머라이즈.<br/>그들이 각국에 설치한 '이디오 트리거 밤'으로부터 사람들을 구하기 위해 세계 선발 히어로 팀이 결성된다!<br/>세계 각국의 프로 히어로와 유에이 고교 히어로과 학생들이 소집되어<br/>각 지역에서 폭탄 회수 임무를 맡게 되는데…<br/><br/>엔데버 사무소에서 인턴 중인 미도리야, 바쿠고, 토도로키는 오세온에서 작전 수행 중, 어떠한 사건에 휘말리게 되고<br/>미도리야는 이를 계기로 만난 운반책 소년 로디와 함께 경찰, 빌런의 공격을 받으며 전국에 지명수배된다.<br/><br/>한편, 휴머라이즈의 지도자 플렉트 턴이 범행을 예고하며 세계는 패닉에 빠지고,<br/>히어로 팀은 절체절명의 상황에 위험을 무릅쓰고 폭탄 회수에 나서는데…<br/><br/>제한시간은 단 2시간! 전 세계와 히어로들의 미래가 '그들' 손에 달렸다!,,,,,,,,
202759,나이트 레이더스 : 네이버 영화,스릴러,미스터리,드라마,SF,15세 관람가, 2022.03.03,3.88,24,엘레 마이아 테일페데스,브룩클린 르텍시에 하트,알렉스 태런트,서기 2043년, 새로운 전쟁을 일으켜 대제국을 세우려는 국가 에머슨.<br/>인간병기를 양성하기 위해 모든 아이들을 납치하고,<br/>외딴 숲에서 칩거하던 ‘니스카’도 결국 사랑하는 딸을 빼앗긴다.<br/><br/>10개월 후, 예기치 못한 비밀이 하나둘 드러나고,<br/>희망을 잃은 채 살아가던 ‘니스카’는<br/>딸을 되찾고자 국가의 중심부를 습격하기로 결심하는데…,,,,,,
192143,나이트메어 앨리 : 네이버 영화,범죄,드라마,스릴러,15세 관람가, 2022.02.23,8.07,603,브래들리 쿠퍼,케이트 블란쳇,토니 콜렛,성공에 목마르고 욕망으로 가득 찬 ‘스탠턴’은<br/>절박한 상황에서 유랑극단에서 만난 독심술사 ‘지나’를 이용하여<br/>사람의 마음을 간파하는 기술을 터득한다.<br/><br/>“사람들을 속이는 게 아냐, 사람들이 스스로를 속이는 거지”<br/><br/>수려한 외모, 현란한 화술, 마음을 현혹시키는 능력으로<br/>뉴욕 상류층 상대로 부를 손에 쥐게 된 ‘스탠턴’.<br/>채워지지 않는 그의 위험한 욕망을 꿰뚫어 본 심리학자 ‘릴리스’ 박사는<br/>뉴욕에서 가장 위험한 거물을 그에게 소개해 주는데…,,,,,,,,
191547,나일 강의 죽음 : 네이버 영화,범죄,드라마,미스터리,12세 관람가, 2022.02.09,7.48,1,440,케네스 브래너,행복한 신혼부부를 태운 나일 강의 초호화 여객선<br/>그곳에서 끔찍한 살인 사건이 벌어진다.<br/><br/>위태롭고 불길한 분위기의 선상에서 탑승객들을 심문하는 탐정 ‘에르큘 포와로’<br/>모두가 범인으로 의심되는 가운데,<br/>연이어 발생한 살인 사건은 그의 영혼을 송두리째 뒤흔들고,<br/>관객은 마지막 순간까지 예기치 못한 반전으로 놀라운 결말에 이르게 된다.,,,,,,,,,,
213628,내가 처음으로 사랑한 소녀 : 네이버 영화,멜로/로맨스,드라마,15세 관람가, 2022.04.27,8.3,40,,12년 내내 여학교를 다니며 학생대표를 해오던 윙(담선언),<br/>그리고 그녀의 유일한 친구 실비아(양시영).<br/>두 사람은 어느 순간 친구 이상의 감정을 느끼고<br/>특별한 시간들을 보내며 미래를 약속하지만, <br/>곱지 않은 주변의 시선과 상황들로 결국 둘은 이별을 택한다.<br/><br/>몇 년의 시간이 흐른 어느 날,<br/>각자의 삶을 살아가던 두 사람은<br/>한 통의 전화로 다시 만나게 되는데..<br/><br/>평생 함께하자던 소울메이트였던 그들,<br/>그때 너도 나와 같은 마음이었을까?,,,,,,,,,,
214552,놉 : 네이버 영화,미스터리,공포,, 2022.07.20,,,다니엘 칼루야,케케 파머,스티븐 연,,,,,,,,,,,,,
208887,뉴 프렌드: 누군가 죽는다 : 네이버 영화,스릴러,청소년 관람불가,2022.06,,,,새로운 친구 신청이 도착했습니다!<br/><br/>핫한 뷰티 인플루언서 ‘미아’에게 친구 신청 메시지가 도착한다.<br/>“안녕. 이제부터 우린 친구야. 게임 하나 할까?”<br/><br/>룰은 간단해<br/>경찰에 신고하면 누군가 죽는다<br/>집을 떠나도 누군가 죽는다<br/>난 너의 모든 걸 알고 있으니까<br/>그럼 시작할까?<br/>네 친구 중 죽어야 할 사람은? 선택은 네가 해!<br/><br/>이 메시지 장난일까? 진짜일까? 고민하는 찰나,<br/>살려달라고 울부짖는 절친의 영상이 도착하는데!,,,,,,,,,,,,,,
208094,늑대들 : 네이버 영화,액션,청소년 관람불가, 2022.04.27,4.12,57,오종혁,박기덕,정의욱,지키려는 야쿠자와 뺏으려는 고려인 마피아의 피할 수 없는<br/>전쟁이 시작될 무렵<br/>여성들이 연쇄 살인마로부터 희생되는 사건이 발생하자<br/>경찰이 대대적인 수사에 나선다.<br/>그러던 어느 날 야쿠자 보스의 딸이 납치되면서<br/>사건은 걷잡을 수 없는 방향으로 흘러간다.,,,,,,,,,,,,,
203667,늦봄2020 : 네이버 영화,다큐멘터리,전체 관람가, 2022.02.10,7.23,30,문익환,1918년 만주 북간도의 독립운동가들의 이상촌에서 태어난 문익환 목사.<br/>그는 일제의 탄압 속에 어릴 적 벗 윤동주를 잃고 유신정권의 폭정으로 친구 장준하를 잃었다.<br/>또한 남북을 갈라놓은 휴전선 회담을 직접 통역하고 분단된 조국에 손을 내밀며 대한민국 근대사의 격량을 온몸으로 살아냈다.<br/>전 생애를 통해 시대를 끌어안으며 고통받는 모든 곳에서 희망의 불씨를 피워낸 문익환 목사.<br/><늦봄2020>은 최초로 현존하는 육성 자료로 문익환의 목소리를 복원하여 그 시대의 생생함을 전달한다.,,,,,,,,,,,,,,,
159812,니 부모 얼굴이 보고 싶다 : 네이버 영화,드라마,15세 관람가, 2022.04.27,7.74,1,302,설경구,명문 한음 국제중학교 학생 ‘김건우’가<br/>같은 반 친구 4명의 이름이 적힌 편지를 남긴 채,<br/>의식불명 상태로 호숫가에서 발견된다.<br/><br/>병원 이사장의 아들 ‘도윤재’<br/>전직 경찰청장의 손자 ‘박규범’<br/>한음 국제중학교 교사의 아들 ‘정이든’<br/>그리고, 변호사 ‘강호창’(설경구)의 아들 ‘강한결’.<br/><br/>가해자로 지목된 아이들의 부모들은<br/>자신의 권력과 재력을 이용해 사건을 은폐하려고 한다.<br/>하지만, 담임 교사 ‘송정욱’(천우희)의 양심 선언으로<br/>건우 엄마(문소리) 또한 아들의 죽음에 관한 진실을 알게 된다.<br/><br/>세상의 이목이 한음 국제중학교로 향하고,<br/>자신의 아이들을 지키기 위한 가해자 부모들의 추악한 민낯이 드러나는데…<br/><br/>자식이 괴물이 되면, 부모는 악마가 된다,,,,,,,,,
