code,title,genre,age,openDate,rate,participate,actors,story,,,,,,,,,,,,,
204496,랑종 : 네이버 영화,공포,,,,,,,,<br/>이 곳의 사람들은<br/>모든 것에 혼이 깃들어 있다고 믿는다.<br/><br/>가문의 대를 이어 조상신 ‘바얀 신’을 모시는 랑종(무당) ‘님’은<br/>조카 ‘밍’의 상태가 심상치 않음을 직감한다.<br/>날이 갈수록 이상 증세가 점점 심각해지는 ‘밍’.<br/>무당을 취재하기 위해 ‘님’과 동행했던 촬영팀은<br/>신내림이 대물림되는 순간을 포착하기 위해<br/>‘밍’과 ‘님’, 그리고 가족에게 벌어지는 미스터리한 현상을 카메라에 담기 시작한다.<br/> <br/>신내림이 대물림되는 무당 가문<br/>피에 관한 세 달간의 기록,,,,,,,,,,
195176,래시 컴 홈 : 네이버 영화,모험,,,,,,,,,,,,,,,,,,,
201219,랜드 : 네이버 영화,드라마,12세 관람가,,,,,,,,,,,,,,,,,,
205625,램 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
194823,러브 어페어 : 우리가 말하는 것,,,,,,,,,,,,,,,,,,,,
185276,레 미제라블 : 네이버 영화,드라마,15세 관람가, 2021.04.15,7.6,91,다미엔 보나드,,,,,,,,,,,,,,
194076,레드 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
209085,레드 아워 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
193966,레미니센스 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
144254,레일로드 워 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
197470,레전더리 콘서트: 레너드 번스타인 : 네이버 영화,,전체 관람가, 2021.01.01,,,귀네스 존스,레너드 번스타인은 경계 없는 음악의 자유인이었다. 뉴욕 필하모닉 최연소 음악 감독에 임명되며 당대 최고의 지휘자 자리에 올랐고 ‘청소년 음악회’를 통해 클래식 음악의 미래 저변을 확장했다. 큰 인기를 끈 뮤지컬 ‘웨스트 사이드 스토리’를 작곡하는 등 전방위적인 예술 활동을 펼치며 가장 미국적인 음악가로서 새로운 전형을 제시했다. 이번 공연 실황은 번스타인이 활동 무대를 유럽으로 확장해 빈 필하모닉을 지휘하며 말년의 원숙미를 더하던 모습을 담아낸 기록이다.<br/>연주되는 베토벤 교향곡 제9번 ‘합창’은 청력을 완전히 잃은 작곡가가 남긴 마지막 교향곡이자 고전주의를 완성하는 최고의 걸작으로 꼽힌다. 디지털 5.1 서라운드 사운드로 복원되어 환희와 인류애의 메시지가 생생히 울려 퍼지는 벅찬 대화합의 무대에서 번스타인은 음악이 세상을 자유롭게 할 것이라고 당당히 선언한다.,,,,,,,,,,,,,
192806,레지스탕스 : 네이버 영화,드라마,15세 관람가, 2021.09.09,,,제시 아이젠버그,,,,,,,,,,,,,,
196279,레커닝 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
197484,레컨 : 네이버 영화,전쟁,,,,,,,,,,,,,,,,,,,
208462,로그 인 벨지움 : 네이버 영화,다큐멘터리,전체 관람가, 2021.12.01,7.75,106,,팬데믹 선포로  벨기에 앤트워프 낯선 호텔에 고립된 배우 유태오,,,,,,,,,,,,,
178504,로그북 : 네이버 영화,다큐멘터리,전체 관람가, 2021.11.24,9.69,39,,경력 30년의 잠수사 황병주<br/>해병대 출신 한재명<br/>부산 사나이 백인탁<br/>수중 장비를 챙긴 이들은 바다로 향한다<br/><br/>전쟁터를 방불케하는 바지선<br/>오직 ‘상승’과 ‘하강’ 소리만이 적막을 깨는 그 곳<br/>잠수사들은 무너진 벽과 뒤엉킨 격실을 뚫고<br/>마지막까지 희망의 실마리를 찾아 나서는데…<br/><br/>그 어디에서 공개되지 않았던 이야기<br/>‘로그북’ 그 첫 장을 세상에 펼치다!,,,,,,,,,,,,,
197451,로그시티 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
187420,로또쉐어 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
206761,로빈의 소원 : 네이버 영화,다큐멘터리,전체 관람가, 2021.09.23,7.73,11,로빈 윌리엄스,,,,,,,,,,,,,,
168052,로스트 걸 & 러브호텔 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
201168,론 서바이버 : 아미 오브 원 : 네이버 영화,액션,청소년 관람불가, 2021.02.18,,,엘렌 홀맨,강력반 형사인 남편과 함께 한적한 시골 마을로 여행을 떠난 특전대원 브레너. 두 사람은 비를 피해 들어간 오두막에서 비밀의 방을 발견한다. 그 안에 가득한 것은 어마어마한 양의 무기들. 우연히 범죄조직의 구역에 발을 들인 부부는 미처 몸을 피하기도 전에 조직원들에게 붙잡혀 사살당한다. 다행히 살아남은 브레너는 죽은 남편을 위해 잔인한 복수를 꿈꾸고,,,,,,,,,,,,,
202903,루카 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
201715,리벤지 오브 인사이트 : 네이버 영화,액션,15세 관람가, 2021.08.12,,,켄 쳉,,,,,,,,,,,,,,
182740,리본 : 네이버 영화,공포,15세 관람가, 2021.07.22,,,바바라 크램톤,,,,,,,,,,,,,,
182019,리스타트 : 네이버 영화,액션,15세 관람가, 2021.03.11,6.93,342,프랭크 그릴로,,,,,,,,,,,,,,
195599,리스펙트 : 네이버 영화,드라마,12세 관람가, 2021.09.08,7.52,40,제니퍼 허드슨,내면의 폭풍을 이겨낸 강한 여자<br/>세상을 바꾸고 영혼을 위로한 환상의 디바<br/>아레사 프랭클린.<br/><br/>그녀의 노래가 울려 퍼진다!,,,,,,,,,,,,,
196689,리슨 : 네이버 영화,드라마,12세 관람가, 2021.12.09,7.76,251,루시아 모니즈,,,,,,,,,,,,,,
204211,리얼생존예능 펀하우스 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
201704,리유니언 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
194117,리틀 뱀파이어 : 네이버 영화,애니메이션,전체 관람가, 2021.12.29,,,박시윤,,,,,,,,,,,,,,
185274,리틀 조 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
187618,리틀드래곤 코코넛2: 정글대탐험 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
204202,링: 더 라스트 챕터 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
201797,마네킹 : 네이버 영화,공포,15세 관람가, 2021.07.13,,,김미승,,,결국 춘화는 이화의 계략대로 네명의 마네킹에 의하여 졸도를 하며 환각의 늪에서 깨어 난다,,,,,,,,,,,
190637,마라가 큰 결정을 해야 해 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
201706,마를린 : 네이버 영화,액션,청소년 관람불가, 2021.10.07,,,어거스트 슈몰저,킬러인 프랑크는 마를린을 인질로 데려오라는 아버지의 명령을 받는다.<br/>하지만 임무 수행 중 그녀를 지켜보다 함께하고 싶은 마음이 든 프랑크는<br/>아버지의 명령을 거스르게 된다. 결국 그녀는 다른 부하인 아론과 롤라에 의해 납치된다.<br/>프랑크는 마를린을 아버지에게서 구하기 위해 그의 성으로 찾아가는데…,,,,,,,,,,,,,
197517,마리오네트 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
192120,마이 뉴욕 다이어리 : 네이버 영화,드라마,12세 관람가, 2021.12.09,7.41,114,시고니 위버,,,,,,,,,,,,,,
198485,마이 미씽 발렌타인 : 네이버 영화,멜로/로맨스,,,,,,,,,,,,,,,,,,,
200900,마크맨 : 네이버 영화,액션,15세 관람가,,,,,,,,,,,,,,,,,,
191353,마피아 Inc : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
202907,만델라 이펙트 : 네이버 영화,SF,15세 관람가, 2021.03.04,,,찰리 호프하이머,,,,,,,,,,,,,,
207370,말리그넌트 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
195654,매직 스쿨: 초보마법사 아우라의 대모험 : 네이버 영화,애니메이션,전체 관람가, 2021.10.07,5.54,48,벤 디스킨,,,,,,,,,,,,,,
197443,매직아치 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
191600,매트릭스: 리저렉션 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
197946,맥스 피스트 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
167403,맨 인 더 다크 2  : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
206517,맨 인 러브 : 네이버 영화,멜로/로맨스,15세 관람가, 2021.11.24,,,구택,,,,,,,,,,,,,,
204775,머룬 베레: 보이지 않는 전사 : 네이버 영화,전쟁,,,,,,,,,,,,,,,,,,,
202924,머룬 베레: 이름없는 영웅 : 네이버 영화,전쟁,,,,,,,,,,,,,,,,,,,
179395,멀리가지마라 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
209036,메가 릴렉스 비행 : 네이버 영화,,전체 관람가, 2021.11.04,,,,비행기의 이륙 순간부터 착륙 순간까지 창밖의 모습을 보여주는 단편영화,,,,,,,,,,,,,
201964,메모리: 조작살인 : 네이버 영화,미스터리,청소년 관람불가, 2021.12.29,,,김윤서,,,,,,,,,,,,,,
199068,메이드 인 루프탑 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
201790,메이드 인 이태리 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
165038,메이헴 : 네이버 영화,액션,청소년 관람불가,,,,,,,,,,,,,,,,,,
203097,명탐정 코난: 비색의 탄환 : 네이버 영화,애니메이션,12세 관람가, 2021.04.16,8.84,918,,전 세계인의 축제 WSG(World Sports Games)의 개최를 앞둔 일본.<br/>이를 기념해 시속 1,,,,,,,,,,,,,
199887,명탐정 코난: 진홍의 수학여행 : 네이버 영화,애니메이션,12세 관람가, 2021.01.27,7.49,388,야마구치 캇페이,,,,,,,,,,,,,,
192150,모가디슈 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
193800,모리타니안 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
193166,모사드: 인질구출작전 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
194906,모추어리 컬렉션 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
202925,모탈 컴뱃 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
211163,몬스타엑스 : 더 드리밍 : 네이버 영화,다큐멘터리,전체 관람가, 2021.12.08,9.84,212,,강렬한 퍼포먼스와 파워풀하고 완성도 높은 무대로<br/>전 세계의 수많은 팬들에게 아름다운 충격을 선사한 그룹 MONSTA X.<br/>지난 6년 반 동안 묵묵히 걸어온 여정을 돌아보며<br/>멤버들의 진솔한 속내가 담긴 개별 인터뷰부터 미국 진출 비하인드,,,,,,,,,,,,,
190011,몬스터 헌터 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
203095,몬테크리스토: 더 뮤지컬 라이브 : 네이버 영화,,12세 관람가, 2021.03.19,,,카이,,, 빌포트에 의한 것이었음을 깨닫는다.<br/><br/>정의의 실현이 복수뿐이라면……<br/><br/>분노에 휩싸인 에드몬드는 복수를 결심하고, 파리아 신부는 “복수심은 자신을 망칠 뿐임”을 경고한다.<br/>탈출을 준비하던 중 심각한 부상을 입은 파리아 신부는 죽게 되는데, 숨을 거두기 전 에드몬드에게<br/>몬테크리스토 섬의 보물 지도를 건네며 ‘용서와 가난한 자를 위한 새 삶’을 부탁한다.<br/>그러나 보물을 발견하고 엄청난 부를 손에 쥔 에드몬드는 ‘몬테크리스토 백작’으로 신분을 바꾸고 복수를 시작하는데……<br/><br/>140분 동안 펼쳐지는 사랑과 복수, 용서의 대서사시가 8K 시네마틱 카메라 14대의 온-스테이지 밀착 촬영으로 담아낸<br/>역동적인 관람 뷰와 영화관 최적화 사운드 편집으로 대극장보다 섬세하게, 대극장보다 생생하게 살아난다.,,,,,,,
201851,몽키킹5 절대신공 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
197584,뫼비우스 : 네이버 영화,,12세 관람가, 2021.10.13,,,,1. 술과 족발과 케이크: 연극영화학과 새내기들이 기숙사에 모여 즐겁게 놀고 있다. 술을 마셔 시끌벅적한 가운데 유미,,,,,,,,,,,,,
201888,무간귀도 : 네이버 영화,액션,15세 관람가, 2021.05.20,,,송 카이,,,,,,,,,,,,,,
154793,무녀도 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
211303,무림수사관 : 네이버 영화,액션,15세 관람가, 2021.11.11,,,,소문으로만 떠도는 비밀의 암시장 은시.<br/>무림수사관 습생은 의문의 살인 사건을 수사하던 중 난관에 빠지고<br/>의녀 청라에게 도움을 요청한다.<br/>미궁에 빠진 살인 사건을 수사하던 습생과 청라는<br/>20년 전 있었던 놀라운 사건의 진실과 함께<br/>거대한 음모에 다가서게 되는데…,,,,,,,,,,,,,
209082,무림팔선 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
189566,무순,,,,,,,,,,,,,,,,,,,,
201708,묵향 : 네이버 영화,,전체 관람가, 2021.09.02,,,김원경,,,,,,,,,,,,,,
201808,뮤턴트 워 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
204641,뮤턴트 파이톤 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
201930,미국대전쟁 : 네이버 영화,서부,15세 관람가, 2021.04.29,,,,1862년 후반부터 미국 남부전쟁이 끝나는 1965년까지,,,,,,,,,,,,,
187310,미나리 : 네이버 영화,드라마,12세 관람가,,,,,,,,,,,,,,,,,,
189120,미드나이트 : 네이버 영화,스릴러,15세 관람가, 2021.06.30,4.76,3,,,,,,,,,,,,,,,
171246,미드나잇 버스 : 네이버 영화,드라마,12세 관람가, 2021.02.04,8.78,32,하라다 타이조,,,,,,,,,,,,,,
177504,미션 임파서블: 루벤 : 네이버 영화,애니메이션,,,,,,,,<br/>피카소의 ‘책을 든 여인’, 에드워드 호퍼의 ‘밤을 지새우는 사람들’까지…<br/>세계 곳곳에서 유명 명화들이 사라지기 시작한다!<br/><br/>범인은 바로 심리치료사 루벤과 그의 환자 미미, 페르난도, 조, 브루노!<br/>루벤이 명화 속 주인공들에게 공격당하는 끔찍한 악몽에 시달리자<br/>다 함께 문제의 예술작품 13점을 훔치기 시작한 것!<br/><br/>하지만 마지막 작전을 앞두고 사립탐정 코왈스키에게 덜미가 잡히고<br/>현상금을 노리는 킬러들에게 쫓기기 시작하며 예기치 못한 위험에 빠지는데…<br/><br/>남은 명화는 단 하나!<br/>마지막 한탕을 위한 팀 루벤의 미션 임파서블이 시작된다!,,,,,,,
189124,미션 파서블 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
197458,미스 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
201178,미스캡틴 : 섹시 히어로즈 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
183232,미스터 존스 : 네이버 영화,드라마,,,,,,,, 에이다 브룩스로부터<br/>그가 찾는 진실에 접근할 실마리를 얻게 된다.<br/><br/>계속되는 도청과 미행, 납치의 위협 속에서 가까스로 우크라이나로 잠입한 존스는<br/>마침내 참혹한 진실을 마주하게 되는데……<br/><br/>생명을 담보한 위험한 취재!<br/>세상은 외면했지만, 끝까지 진실을 추구한 단 한 명의 기자,,,,,,,,,
205304,미스피츠 : 네이버 영화,액션,,,,,,,, 그들과 함께 테러 자금을 대는 교도소장 ‘슐츠’의 아부다비 교도소에 숨겨진 금을 털자는 것이다.<br/><br/>스스로 사회 부적응자, 즉 ‘미스피츠’라 이름 지은 그들은 세상 나쁜 놈들에게 사이다 한 방을 날리기 위해 아부다비로 향하는데…,,,,,,,,,,
184554,미씽: 사라진 딸 : 네이버 영화,스릴러,15세 관람가, 2021.09.23,,,케이트 드럼몬드,,,,,,,,,,,,,,
201824,미인도-황제의 시녀 : 네이버 영화,드라마,15세 관람가, 2021.09.15,,,,당 태종 당시,,,,,,,,,,,,,
209083,미켈란젤로 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
200071,미트 페어런츠-비기닝 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
208973,밀리터리 맨 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
209648,바다 탐험대 옥토넛 : 육지수호 대작전 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
201752,바디 브로커 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
193044,바람아 안개를 걷어가다오 : 네이버 영화,드라마,12세 관람가, 2021.10.28,7.75,20,김혜정,,,,,,,,,,,,,,
208656,바바 야가 검은 가시 마녀 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
197522,바바 야가: 숲의 악령 : 네이버 영화,공포,15세 관람가, 2021.02.18,,,,특별한 기운을 느끼는 소년 “예고르”<br/>새로 온 유모의 수상한 행동을 알아챈다.<br/>여동생이 사라지고 부모님은 동생을 기억조차 못한다.<br/>마을 아이들이 하나씩 사라지고,,,,,,,,,,,,,
188052,바바리안 : 네이버 영화,드라마,15세 관람가, 2021.10.14,,,조니 뎁,,,,,,,,,,,,,,
202532,바이러스 Z: 백신 대참사 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
172731,바이올린 플레이어 : 네이버 영화,멜로/로맨스,15세 관람가, 2021.04.15,,,마틀리나 쿠스니엠미,,,,,,,,,,,,,,
210269,바이크 솔저 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
202531,바이킹: 블러드 워 : 네이버 영화,액션,15세 관람가, 2021.04.05,,,,영국을 습격하고 돌아온 바이킹 '구드룬'은기독교를 전파하고,,,,,,,,,,,,,
114330,바쿠라우 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
188415,박강아름 결혼하다 : 네이버 영화,다큐멘터리,전체 관람가, 2021.08.19,9.42,48,박강아름,,,,,,,,,,,,,,
197480,반딧불이 딘딘과 용감한 곤충 탐험대 : 네이버 영화,애니메이션,전체 관람가, 2021.03.25,6.92,13,,숲속 마을 친구들이 위험에 빠지면 언제나 나타나는 용감한 반딧불이 딘딘과 숲속 탐험대.<br/>탐사 로봇 오로라가 우주에서 가져온 최첨단 신호등은 숲속 친구들 사이에서 인기 만발이다.<br/><br/>하지만 불빛을 위협 신호로 받아들이는 나방 부족 추장은 딘딘과 친구들을 공격하고,,,,,,,,,,,,,
190824,발란 : 버려진 천사들의 무덤 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
194205,발신제한 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
140738,밤빛 : 네이버 영화,가족,,,,,,,,,,,,,,,,,,,
200785,방법: 재차의 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
201965,방황하는 네덜란드인 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
191901,배드 헤어 : 네이버 영화,공포,15세 관람가, 2021.05.05,,,엘르 로레인,,,,,,,,,,,,,,
200899,배틀 크랙 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
159338,배틀로얄 : 러버스 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
197482,배틀로얄 : 매드랜드 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
202527,배틀필드 2025 : 네이버 영화,SF,15세 관람가, 2021.02.22,,,조시 로셋,,,,,,,,,,,,,,
208074,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠 : 네이버 영화,애니메이션,전체 관람가, 2021.09.09,9.18,40,,수많은 시련을 극복하고 퓨처 월드 페스 출전을 맹세한 Roselia의 멤버들.<br/>그리고 계절은 가을을 맞았다.<br/>'약속' 작사 이후 성장한 리사.<br/>단풍놀이를 하러 가서 미래의 자신들에게 결의의 그림엽서를 쓰는 유키나와 사요.<br/>Roselia를 위해 무언가 하고 싶다는 마음이 들어 신곡을 작곡하려는 린코.<br/>'남은 퀘스트는 콘테스트하고 대회하고... 퓨처 월드 페스...'<br/>자신들의 최종 목표를 생각하다가 문득 불안해지는 아코.<br/>퓨처 월드 페스 끝에 다섯 멤버가 본 풍경은...,,,,,,,,,,,,,
204197,뱅드림! 로젤리아 에피소드Ⅰ: 약속 : 네이버 영화,애니메이션,전체 관람가, 2021.06.03,8.14,79,,너희들,,,,,,,,,,,,,
208980,뱅드림! 필름 라이브 세컨드 스테이지 : 네이버 영화,애니메이션,전체 관람가, 2021.11.18,8.8,92,,뱅드림! 극장 라이브 애니메이션<br/>BanG Dream! FILM LIVE 2nd Stage<br/>개봉 확정!!<br/><br/>이미 익숙한 Poppin'Party,,,,,,,,,,,,,
203225,뱅퀴시 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
210926,버드나무숲 양림 : 네이버 영화,드라마,전체 관람가, 2021.10.28,,,송영학,,,,,,,,,,,,,,
121741,버스납치 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
201853,범털2 : 쩐의 전쟁 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
206658,베네데타 : 네이버 영화,드라마,청소년 관람불가, 2021.12.01,7.8,348,비르지니 에피라,,,,,,,,,,,,,,
187323,베놈 2: 렛 데어 비 카니지 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
203467,베르나르다 알바 : 네이버 영화,뮤지컬,15세 관람가, 2021.04.28,,,정영주,,,,,,,,,,,,,,
204219,변신 : 어느날 갑자기 : 네이버 영화,공포,15세 관람가, 2021.09.09,,,제미마 웨스트,,,,,,,,,,,,,,
210266,보는 것을 사랑한다 : 네이버 영화,다큐멘터리,전체 관람가, 2021.10.28,9,12,봉준호,,,,,,,,,,,,,,
182811,보더라인 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
191597,보스 베이비 2 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
201697,보이 비하인드 도어 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
190320,보이스 : 네이버 영화,범죄,,,,,,,, 대규모 콜센터까지!<br/>체계적으로 조직화된 보이스피싱의 스케일에 놀라고,<br/>그곳에서 피해자들의 희망과 공포를 파고드는 목소리의 주인공이자 기획실 총책 곽프로(김무열)를 드디어 마주한다.<br/><br/>그리고 그가 300억 규모의 새로운 총력전을 기획하는 것을 알게 되는데..<br/><br/>상상이상으로 치밀하게 조직화된 보이스피싱의 실체!<br/>끝까지 쫓아 반드시 되찾는다!,,,,,,,,,,
203662,보이저스 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
209242,보조바퀴 : 네이버 영화,드라마,전체 관람가, 2021.11.25,,,박서영,,,,,,,,,,,,,,
201879,보통날 : 네이버 영화,드라마,15세 관람가, 2021.07.01,,,김수영,,,,,,,,,,,,,,
201759,복호무송 : 네이버 영화,무협,,,,,,,,,,,,,,,,,,,
190988,볼리션: 미래를 보는 자 : 네이버 영화,SF,15세 관람가, 2021.03.31,,,애드리언 맥모랜,,,,,,,,,,,,,,
202319,봉마전 : 네이버 영화,액션,12세 관람가, 2021.02.03,,,진건봉,,,,,,,,,,,,,,
204216,봉신전설 : 네이버 영화,액션,12세 관람가, 2021.05.06,,,마목훤,저승에 1만 년간 봉인되어 있는 절대 악 '무극사존'이 신물 '구혼삭'을 훔쳐 달아나자<br/>인간 세상에는 알 수 없는 죽음들이 이어지며 혼란에 휩싸인다.<br/><br/>기묘한 죽음을 파헤치는 포두 '범무구'<br/>살해 위협을 당하다 간신히 살아난 서생 '사필안'<br/><br/>이 둘은 괴상한 사건에 휘말려 '무극사존' 필적하는<br/>신물 '태극음양'을 찾아 나서게 되는데...,,,,,,,,,,,,,
203475,부기 : 네이버 영화,드라마,15세 관람가, 2021.04.21,4.25,8,테일러 타카하시,언젠가 NBA에서 활약할 날을 꿈꾸는 농구 유망주 ‘알프레드 부기 친’(테일러 타카하시)은 대학 진학과 장학금 문제로 부모님과 대립하기 시작하고,,,,,,,,,,,,,
207359,부니베어: 애들이 줄었어요 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
119126,북샵 : 네이버 영화,드라마,전체 관람가, 2021.06.24,8.78,41,에밀리 모티머,,,,,,,,,,,,,,
183761,북스마트 : 네이버 영화,코미디,15세 관람가, 2021.01.27,7.55,152,케이틀린 디버,,,,,,,,,,,,,,
189150,분노의 질주: 더 얼티메이트 : 네이버 영화,액션,12세 관람가, 2021.05.19,7.36,6,,,,,,,,,,,,,,,
198985,불어라 검풍아 - 감독판 : 네이버 영화,액션,15세 관람가, 2021.04.08,,,안지혜,,,,,,,,,,,,,,
208657,불청객들 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
182806,뷰티 인 더 글라스 : 네이버 영화,SF,15세 관람가, 2021.02.18,,,라리사 올레이닉,,,,,,,,,,,,,,
201696,브라더 : 네이버 영화,액션,15세 관람가, 2021.10.07,3.87,169,조재윤,,,,,,,,,,,,,,
202534,브레이브 언더 파이어 : 네이버 영화,액션,12세 관람가, 2021.03.17,,,콘스탄틴 카벤스키,,,,,,,,,,,,,,
186858,브레이브 하트2 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
198555,블라이스 스피릿 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
68520,블라인드 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
184318,블랙 위도우 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
206577,블랙핑크 더 무비 : 네이버 영화,,전체 관람가, 2021.08.04,9.24,151,블랙핑크,지수,,,,,,,,,,,,,
207173,블러드 비스트 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
199212,블러드 스크린 : 네이버 영화,공포,청소년 관람불가, 2021.03.15,,,,비가 억수같이 쏟아지는 어느 날,,,,,,,,,,,,,
194328,블러드하운드 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
180003,블루버드 인 마이 하트 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
201725,블룸 업: 스와핑 : 네이버 영화,다큐멘터리,청소년 관람불가, 2021.08.26,,,,13년 차 부부 베타와 에르메스.<br/>우연한 기회로 둘은 합의하에 ‘파트너 교환’,,,,,,,,,,,,,
189620,비밀의 정원 : 네이버 영화,드라마,12세 관람가, 2021.04.08,7.61,66,한우연,,,,,,,,,,,,,,
192620,비와 당신의 이야기 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
175540,비커밍 아스트리드 : 네이버 영화,드라마,15세 관람가, 2021.05.12,7.53,30,알바 어거스트,,,,,,,,,,,,,,
209076,비하인드 유 : 네이버 영화,공포,15세 관람가, 2021.10.28,,,애디 밀러,,,,,,,,,,,,,,
194648,빅풋 주니어2: 패밀리가 떴다 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
202986,빌리 홀리데이 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
194084,빛과 철 : 네이버 영화,드라마,12세 관람가, 2021.02.18,7.98,189,염혜란,,,,,,,,,,,,,,
193327,빛나는 순간 : 네이버 영화,드라마,12세 관람가, 2021.06.30,8.37,300,고두심,,,,,,,,,,,,,,
186609,빛의 아버지: 파이널 판타지 XIV : 네이버 영화,드라마,전체 관람가, 2021.01.14,8.83,64,사카구치 켄타로,,,,,,,,,,,,,,
191059,쁘떼뜨 : 네이버 영화,멜로/로맨스,12세 관람가, 2021.03.10,9.08,62,에밀리아 슐레,,,,,,,,,,,,,,
202669,쁘띠 마망 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
198412,사라센의 칼 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
198564,사라져버린 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
195585,사랑하고 사랑받고 차고 차이고 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
196979,사랑하고 사랑받고,,,,,,,,,,,,,,,,,,,,
188872,사막을 건너 호수를 지나 : 네이버 영화,다큐멘터리,전체 관람가, 2021.12.30,8,15,황지은,,,,,,,,,,,,,,
201737,사보타지 1941 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
211177,사비나: 그리스도를 위한 고난,,,,,,,,,,,,,,,,,,,,
